	ProxStylo_M7_3mo	ProxStylo_M8_3mo	ProxStylo_M9_3mo	DistStylo_M7_3mo	DistStylo_M8_3mo	DistStylo_M9_3mo	Elbow_M7_3mo	Elbow_M8_3mo	Elbow_M9_3mo	ProxZeugo_M7_3mo	ProxZeugo_M8_3mo	ProxZeugo_M9_3mo	DistZeugo_M7_3mo	DistZeugo_M8_3mo	DistZeugo_M9_3mo	Auto_M7_3mo	Auto_M8_3mo	Auto_M9_3mo	Digit1_M7_3mo	Digit1_M8_3mo	Digit1_M9_3mo	Digit2_M7_3mo	Digit2_M8_3mo	Digit2_M9_3mo	Digit3_M7_3mo	Digit3_M8_3mo	Digit3_M9_3mo	Digit4_M7_3mo	Digit4_M8_3mo	Digit4_M9_3mo	Digit5_M7_3mo	Digit5_M8_3mo	Digit5_M9_3mo 
Jph4	3.14	3.68	0	7.39	1.68	1	2.85	0	0	0.97	1.6	0	1.47	0	3.11	3.25	3.56	4.41	2.27	4.41	4.51	10	11.78	0.98	15.49	3.53	3.74	7.41	2.3	6.87	11.8	15.24	4.73
Pramel5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marveld3	21.97	6.44	10.24	8.32	15.99	7.99	17.08	14.15	28.03	25.21	11.23	13.25	16.88	29.83	32.14	9.76	23.49	14.12	17.42	12.48	36.11	10	27.09	15.73	32.52	31.75	12.17	21.3	45.99	7.85	19.17	35.25	29.31
Gm609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.89
Vmn1r74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdhb	1271.1	1324.4	1151.29	1237.52	1386.21	1091.71	923.12	775.63	956.61	1035.38	1710.11	1270.57	508.48	542.31	461.37	768.02	264.68	361.07	389.99	270.91	311.42	278.16	241.03	269.68	278.07	292.83	278.95	315.8	271.33	310	280.66	275.35	312.04
Bud13	27.2	24.85	32.76	18.48	44.61	44.94	33.21	23	19.33	15.51	24.06	28.4	45.49	13.26	31.1	41.49	38.44	22.95	21.2	32.3	18.05	30.78	36.51	33.44	30.97	37.63	10.3	30.56	36.79	55.92	56.04	29.54	57.68
Spta1	387.83	438.09	351.11	211.67	187.7	294.64	546.49	556.14	46.39	78.47	142.77	71.95	60.9	56.72	17.63	2.44	0	0.88	5.44	0	0.9	2.31	0	0	3.05	1.18	0	0	0	0	0	0	0
Lnx2	65.97	51.54	58.34	55.44	71.15	42.95	58.82	30.96	86.35	71.74	35.31	22.72	51.36	109.39	46.66	45.5	61.21	52.97	60.6	77.09	65.9	65.39	75.38	58.02	78.98	88.2	58.97	70.38	83.93	89.27	63.41	63.84	79.43
Grifin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Necap2	118.2	146.34	91.1	85.94	101.84	88.89	144.21	116.77	89.89	92.1	97.86	43.55	97.59	67.95	130.64	105.76	110.33	113	127.98	123.34	111.93	105.39	123.67	166.2	99.11	102.32	113.26	75.94	57.49	122.63	67.84	127.67	107.79
Gpr37	4.18	0.92	2.05	3.7	3.37	10.99	0	4.42	13.53	2.91	0	0	1.47	6.63	25.92	17.08	17.08	12.36	5.3	9.54	14.44	16.92	22.38	17.7	4.65	2.35	3.74	10.19	0	0.98	7.37	12.39	11.35
Pcyox1l	151.68	147.26	124.9	117.36	122.88	172.79	165.09	224.28	250.04	134.76	253.46	308.65	171.7	227.06	158.63	86.23	194.31	169.65	91.58	80.44	121.86	121.55	113.07	160.47	90.59	111.72	141.7	119.47	106.92	143.23	150.42	157.21	106.72
Olfr640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc45a	75.9	59.82	117.71	99.82	90.06	83.99	102.47	129.15	144.97	146.39	102.67	145.8	203.27	188.94	277.86	133.42	244.77	236.59	247.63	317.17	353.49	297.72	295.62	319.61	257.67	281.07	301.41	243.56	352.96	279.59	210.89	347.82	337.57
Spata32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0
Olfr294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zik1	9.41	13.81	9.19	3.7	3.37	3	1.9	9.73	4.83	11.63	6.43	5.68	6.6	1.66	10.37	11.39	7.83	9.71	3.79	1.48	10.83	9.23	3.53	0	7.74	10.58	1.87	19.83	1.15	1.96	10.35	0.95	3.78
Olfr1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myom1	2322.23	2626.72	3990.98	4428.65	3846.32	3837.26	2497.04	2092.97	2561.28	2279.2	4527.06	3540.23	1102.11	1231.4	649.03	1825.77	326.01	318.69	652	49.92	188.66	53.08	34.16	12.78	181.96	129.36	103.9	321.35	57.49	114.78	191.71	27.63	22.69
Grpel2	62.76	62.58	62.44	65.61	78.27	93.88	73.05	65.46	86.99	71.74	102.67	123.08	76.55	81.21	137.89	72.4	64.78	83.87	77.24	91.04	96.59	105.39	94.22	106.21	76.66	84.67	71.14	111.13	89.68	93.23	72.26	66.7	98.34
2410004P03Rik	0	0.92	2.05	0	0	0	3.8	0	0	0	0	0	0	0	0	5.69	2.14	6.18	0.76	0	2.71	4.62	2.36	0	3.53	2.35	0	0.93	3.45	0.4	2.95	4.76	0.95
Emr1	80.55	69.03	64.49	73	53.02	45.94	55.98	48.65	32.86	29.08	43.31	5.68	41.09	29.83	45.62	46.37	56.23	26.48	46.95	21.29	25.27	16.92	90.69	69.82	27.1	127.01	82.37	30.56	79.33	40.22	8.85	41.92	26.48
Mrpl40	75.46	62.84	37.02	59.61	55.03	44.48	30.82	61.66	32.89	40.54	68.47	41.07	35.22	47.29	83.18	49.06	51.14	33.68	51.63	27.16	59.52	41.4	31.73	47.32	40.53	50.49	46.28	39.84	39.57	48.88	23.58	55.64	60.38
BC048507	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelo	31.38	34.05	27.64	16.63	27.77	22.97	22.77	37.15	33.83	30.05	40.11	7.57	18.34	8.29	26.96	24.4	22.78	37.96	28.02	33.04	27.98	28.46	34.16	40.1	40.26	11.76	22.47	22.23	34.49	26.49	11.8	42.87	35.93
AI462493	64.86	46.94	47.09	51.75	79.96	60.92	26.57	46.88	67.66	47.5	91.44	121.19	33.75	16.57	67.39	29.29	41.29	36.19	42.41	27.16	43.33	30	25.91	50.15	24	49.39	52.42	22.23	40.24	56.9	8.85	45.73	42.55
Olfr424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnpt1	119.25	93.88	101.34	85.94	85.01	76.9	85.39	92.03	80.22	85.31	65.77	70.06	66.77	74.58	75.69	92.74	62.64	63.56	88.05	77.82	64.09	81.55	85.98	72.77	80.53	96.43	76.76	71.31	91.98	68.67	106.18	57.17	116.3
Baz2a	294.99	225.49	241.56	255.04	271.85	260.28	343.45	367.11	379.85	309.26	291.85	284.03	292.04	334.79	403.31	317.28	474.81	475.83	355.91	583.65	531.65	390.04	521.75	438.61	532.71	496.29	358.51	392.62	470.23	437.53	480.76	490.67	479.6
Zbtb6	106.4	97.95	80.84	134.48	108.27	131.97	127.57	150.01	156.87	139.79	124.74	128.51	146.61	205.4	84.06	116.28	196.14	159.77	132.93	185.72	172.74	126.28	161.83	182.47	155.92	143.28	108.27	195.43	182.9	162.84	169.7	150.54	128.9
Tln1	831.61	714.2	848.67	722.61	754.96	695.14	1107.12	975.72	402.08	511.52	449.19	371.13	556.19	453.28	437.53	497.07	351.64	325.75	473.29	348.91	324.96	474.61	517.04	326.5	478.51	446.89	457.74	472.3	487.48	356.11	393.55	369.67	367.82
Ms4a6b	47.61	69.39	26.21	84.37	59.07	22.01	57.87	44.01	11.92	29.05	13.62	9.47	26.23	15.26	31.53	23.5	27.41	32.12	33.52	8.08	8.04	9.23	30.61	16.72	5.27	41.73	19.63	9.65	29.39	18.64	20.65	15.98	14.16
Chd6	129.71	132.55	131	173.72	205.36	134.83	169.26	148.61	180.74	203.59	348.11	310.54	231.86	290.04	171.07	196.96	215.68	229.53	143.12	149.04	222.06	156.94	160.14	171.12	156.04	144.65	203.13	161.14	152.91	161.87	172.54	176.26	196.68
Vgll4	117.16	102.16	67.56	79.47	64.81	72.91	81.41	107.92	73.46	96.95	43.31	70.06	86.21	117.67	94.35	72.2	109.62	102.4	104.5	95.44	106.52	85.39	101.13	90.48	89.82	104.67	60.84	67.6	85.08	125.57	66.36	116.24	94.56
Mrpl38	89.96	70.87	74.72	93.33	87.53	72.91	50.28	41.58	66.69	56.23	60.96	106.04	42.56	49.72	26.96	41.49	36.4	49.44	37.11	48.46	41.52	32.31	42.4	63.92	42.59	36.45	71.14	50.01	31.04	49.05	56.04	56.21	45.39
Sun2	678.02	641.24	720.61	602.49	595.1	737.09	700.18	697.67	757.77	661.17	588.74	831.27	705.88	792.23	799.37	655.7	800.8	707.14	658.06	808.33	781.81	596.96	601.84	661.85	620.98	557.44	534.59	547.32	577.15	651.39	620.86	790.79	700.6
Il12rb2	1.05	2.76	7.17	2.77	3.37	5.99	3.8	2.65	1.93	5.82	6.42	0	9.54	14.92	8.29	0.81	3.56	4.41	11.36	28.63	11.73	5.39	0	10.82	11.61	12.94	23.4	2.78	8.05	13.73	2.95	20.01	2.84
Lcn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnip2	48.12	57.16	38.9	48.05	37.87	61.9	35.09	50.42	48.33	51.38	25.67	41.66	49.16	29.83	96.42	62.64	56.23	58.26	62.1	62.41	80.34	64.62	104.82	60.97	65.04	83.5	100.44	87.98	73.58	71.61	54.57	75.27	45.39
Olfr130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp1	137.03	134.37	124.88	163.56	134.65	141.82	107.21	121.19	97.62	139.6	218.17	189.35	94.66	144.19	159.67	124.47	119.59	91.81	139.34	110.13	124.57	106.93	111.89	118.99	142.47	123.48	130.11	145.4	178.21	127.53	144.52	129.58	138.05
Erp29	199.28	163.24	160	141.94	186.24	180.94	202.22	213.57	153.4	174.04	205.02	231.92	168.36	221.66	219.35	128.85	202.43	198.88	207.07	186.69	230.52	192.03	211.35	260.88	220.62	251.98	245.48	155.05	309.58	296.8	166.13	231.15	282.2
Darc	11.51	19.33	16.38	13.86	16.83	17.98	20.87	27.42	26.1	30.05	22.46	20.83	23.48	39.76	25.92	18.71	28.47	14.12	20.45	7.34	9.03	13.85	21.2	17.7	18.58	21.17	6.55	15.74	17.25	9.81	32.44	1.91	10.4
Bzrap1	17.78	10.12	16.38	14.78	13.47	14.98	35.1	22.12	10.63	9.69	4.81	0	15.41	13.26	19.7	9.05	11.39	7.06	21.96	8.08	18.05	18.46	8.24	31.47	23.23	14.11	17.79	2.78	22.99	19.62	23.43	19.06	22.69
Wscd1	4.18	0	11.26	5.54	0.84	5.99	1.93	5.31	2.9	3.88	9.63	3.79	5.14	1.66	0	2.44	2.85	0	1.51	5.14	0.9	0.77	0	1.97	0	2.35	0	3.7	0	0	5.9	0	0
Mylk4	1997.72	2752.31	4094.94	4398.39	4770.08	4347.64	2458.7	2371.78	2081.26	2895.31	5969.22	4916.8	1492.81	2000.1	527.2	583.84	91.65	79.75	127.82	18.68	38.67	15.29	1.19	1.99	51.41	12.95	34.7	53.48	27.56	38.48	46.26	7.67	3.94
Acvr1c	81.61	114.13	31.75	39.73	68.17	75.91	32.26	7.96	15.46	59.14	20.85	13.25	35.95	0	0	31.73	14.24	6.18	7.57	1.47	1.81	16.16	14.13	11.8	14.71	3.53	2.81	3.7	0	10.79	11.8	5.72	0.95
Trim16	127.62	110.44	132.04	165.41	150.66	136.83	150.85	148.61	122.75	142.51	189.3	223.44	126.1	140.88	85.02	223.72	143.08	158.54	108.29	71.95	73.12	97.7	68.31	138.66	109.18	105.84	95.48	88.9	74.73	91.23	101.76	133.39	136.16
Sike1	58.71	60.74	74.16	67.83	52.16	60.38	65.6	47.59	81.68	68.86	62.45	68.24	88.67	99.36	85.02	64.2	94.7	78.74	70.41	107.9	65.82	53.9	56.53	57.04	89.89	101.12	87.25	74.1	75.88	66.96	74.65	64.34	87.76
Plekhg2	57.53	61.66	67.56	65.61	63.12	35.96	45.54	45.11	32.86	49.44	36.9	35.98	56.5	49.72	63.24	56.13	45.56	38.85	55.28	42.58	32.5	53.85	61.24	36.39	33.29	49.39	49.61	62.97	29.89	51.99	54.57	40.97	30.26
Igf2bp3	1.05	0.92	2.05	1.85	1.68	2	0.95	1.51	0	0	0	0	0	0	1.04	1.63	0	3.53	0	0	0	0	0	0	0	1.18	0	0	0	0	0	0	0
Scrt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap32	120.3	87.58	89.4	78.57	99.76	91.66	102.35	140.36	227.84	182.84	144.46	140.14	225.32	184	284.49	223	394.19	407.95	264.38	550.95	430.1	315.55	395.91	384.57	417.29	448.66	398.23	295.82	459.01	405.4	306.88	503.36	415.29
Zp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp17lb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob3b	62.16	32.8	25.63	38.2	41.18	38.16	25.77	29.44	36.25	51.57	27.72	45.56	73.67	82.44	66.57	31.28	66.69	41.77	26.82	46.86	23.66	39.87	22.65	48.49	32.11	41.4	31.15	31.89	29.03	45.92	62.74	22.11	20.09
Igf1	347.37	621.25	327.99	419.57	743.44	411.25	409.87	502.73	242.61	382.94	335.37	191.25	511.42	230.44	179.47	679.31	555.93	498.79	703.5	300.36	315.94	457.9	573.57	439.64	375.62	660.52	628.06	417.18	658.97	338.45	402.44	450.66	270
Map4k3	161.09	156.46	118.74	181.12	160.75	188.77	172.67	158.34	223.27	248.73	232.61	249.95	244.34	285.07	198.03	195.25	313.16	251.6	209.76	290.74	276.22	255.41	233.21	272.41	278.75	242.26	279.88	261.16	229.94	288.42	297.9	282.97	245.85
Gins2	35.57	23.93	15.35	16.63	18.52	19.98	28.46	35.38	9.67	14.54	8.02	11.36	17.61	26.52	14.52	26.85	24.2	31.78	29.53	47.72	23.47	23.08	51.82	43.27	24.78	21.17	21.53	41.67	35.64	32.37	38.34	40.97	35.93
Ceacam2	3.71	0	0	0	0	0	0	0	0	0	0	0	1.21	0	0	0	6.86	0	3.48	0	1.05	1.17	0	0	10.29	4.26	0	0	0	0	2.88	0	0
Ctnnal1	92.05	92.04	115.67	121.98	90.9	141.82	130.93	141.54	138.01	154.14	134.75	204.5	231.14	300	257.12	245.69	221.36	270.14	223.39	215.13	222.96	267.62	155.47	252.74	243.9	205.81	209.67	241.71	241.44	284.49	330.34	299.17	232.61
Apbb2	117.16	115.05	130	155.54	168.33	162.8	145.16	152.98	130.48	165.13	147.59	128.76	164.36	75.11	104.72	163.33	110.33	120.09	153.7	107.21	119.15	128.24	65.95	69.82	106.08	90.55	86.12	113.91	129.92	66.71	91.43	59.07	64.3
Akr1c20	0	0	0	0	0.84	0	0	0	0	0	0	0	0	0	1.04	0	0	0	2.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fars2	38.7	41.42	39.92	34.19	44.61	35.96	31.31	34.5	32.86	33.93	49.73	37.87	15.41	39.78	13.48	15.46	22.07	28.25	30.29	12.48	17.15	36.16	21.2	25.57	32.52	28.22	26.21	24.08	39.09	42.18	36.87	12.39	19.86
Capn15	33.47	28.53	28.66	18.48	26.09	36.95	22.77	36.27	35.76	36.84	17.65	22.72	32.29	46.41	22.61	24.41	40.57	38.9	53.02	50.66	68.6	39.23	91.87	43.27	57.3	71.74	73.01	52.79	35.64	37.28	47.19	30.49	52.58
Plekha7	14.64	11.96	25.59	18.48	11.78	24.97	10.44	23.88	47.48	33.93	27.78	75.74	47.69	48.06	131.67	41.49	41.84	60.03	58.58	82.96	91.17	65.38	47.11	79.66	96.79	74.09	66.57	81.5	65.53	88.29	51.62	52.4	72.81
Phactr4	115.07	161.02	167.87	126.35	153.18	170.79	166.98	153.8	160.45	120.21	123.52	140.12	149.69	170.33	121.3	147.25	156.6	150.08	139.01	182.81	182.34	112.83	210.82	157.35	195.12	165.82	139.47	125.1	146.01	153.04	159.27	149.58	147.51
Ndfip2	172.6	176.71	154.56	173.72	166.65	176.78	145.16	222.04	253.23	190.98	298.38	217.76	307.45	290.16	199.06	192.81	337.4	277.2	283.97	312.03	332.31	256.95	273.24	336.33	327.53	386.92	281.76	271.34	288.58	250.16	272.83	311.55	345.13
Dclk3	11.51	11.04	10.24	5.54	6.73	7.99	7.59	1.77	25.13	7.76	3.21	5.68	5.14	19.89	105.75	27.66	71.18	47.67	10.6	41.11	31.59	30	30.62	42.29	13.16	16.46	7.49	25.93	11.5	11.77	19.17	39.06	32.15
Grm3	0	0	0	0	0	0	0	0	0	0	0	0	0.73	3.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn1	122.39	174.87	141.26	129.37	132.14	137.87	148.01	152.15	169.44	141.54	75.4	119.29	152.62	106.07	293.41	162.71	207.85	149.18	152.21	205.57	175.12	196.94	217.89	205.57	221.45	211.69	247.12	191.79	212.7	127.53	157.8	182.93	180.6
Cep350	135.99	99.4	116.69	146.14	135.51	157.8	125.67	168.98	144.01	109.55	184.48	172.31	152.62	152.48	135.82	138.3	158.74	171.26	134.04	178.41	174.22	129.24	131.91	74.74	125.44	149.36	142.28	168.55	166.71	144.21	128.3	199.13	127.65
Sbf2	71.95	106.76	69.6	95.18	94.26	91.89	94.88	95.54	79.26	92.1	101.06	87.1	150.42	101.1	158.63	173.28	187.92	185.21	169.63	165.91	213.93	184.59	114.24	181.93	200.54	145.83	183.48	219.48	172.46	143.23	155.02	137.2	181.55
Trmt11	37.66	42.34	33.78	42.51	46.29	35.96	40.8	46	48.33	26.18	52.94	20.43	45.71	64.64	46.66	46.37	40.57	60.91	40.89	54.33	59.58	66.16	41.22	72.77	52.65	54.1	58.04	82.42	63.23	51.01	70.79	40.97	66.19
Narf	357.54	455.6	605.96	576.77	536.18	616.24	466.79	411.08	373.08	349.01	702.99	598.36	276.94	267.85	224.41	275.22	254.13	197.75	191.69	230.53	204.91	193.14	200.22	142.6	216.03	191.69	198.45	204.55	163.26	222.69	193.44	208.66	179.74
Dync1i2	220.72	251.18	265.11	299.4	246.6	278.66	204.93	305.19	261.93	286.96	253.46	327.58	311.85	276.78	416.79	341.67	343.08	297.5	322.59	332.58	385.44	310.03	376.89	404.19	380.18	395.15	282.69	361.17	354.11	378.04	386.38	359.08	427.38
Slfn3	25.28	16.39	14.79	11.72	17.27	3.56	8.78	28.62	0	1.01	11.28	7.93	6.14	6.96	6.96	3.85	4.27	5.3	7.75	8.08	1.9	0	5.89	0	5.42	1.53	0	0	3.54	0	0	3.82	0
Ap4s1	121.34	126.09	142.28	124.75	114.46	91.89	83.49	83.16	146.91	144.45	202.13	257.52	87.32	92.81	95.39	91.93	55.52	56.5	49.98	33.77	48.74	52.31	58.89	36.39	54.97	64.68	57.1	44.45	31.04	29.43	42.77	36.21	49.17
4930526D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0.9	0	0	0	0	0	0	0	5.75	0	0	0	0
Dnali1	0	2.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp280b	55.44	50.62	64.49	93.33	85.01	66.92	76.85	56.61	62.82	51.38	113.9	66.27	59.43	61.32	35.25	41.49	14.24	30.02	37.11	29.37	25.27	32.31	17.67	21.64	19.36	25.87	11.23	51.86	28.74	20.6	58.99	25.72	34.04
Mafa	14.64	29.45	18.42	30.49	26.93	26.97	18.98	16.81	8.7	17.45	35.29	20.83	6.6	19.89	0	13.83	2.14	11.48	0.76	2.2	3.61	0	0	3.93	6.19	1.18	2.81	0	3.45	0	1.47	1.91	0.95
Traf3	107.83	94.8	118.74	157.09	154.86	125.84	169.83	138	154.65	138.63	190.9	138.23	98.32	99.44	110.94	140.74	85.42	104.17	121.16	91.04	56.87	85.39	108.25	91.46	85.17	95.26	95.48	87.05	72.43	87.31	97.33	79.08	76.59
Calml3	143.31	148.18	155.59	156.17	121.2	274.66	174.57	395.43	591.52	390.64	425.11	482.85	631.78	987.62	718.5	785.05	2724.15	2772.05	1671.18	4101.21	3753.06	1868.67	4767.21	4983.23	3653.89	5048.72	4196.39	1985.41	4981.24	5065.39	2477.55	5177.88	4982.29
Fgf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb15a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccne2	50.2	54.3	39.92	36.04	41.24	42.95	74	48.65	14.5	33.93	22.46	26.51	33.75	34.81	33.18	13.02	32.03	29.13	26.5	60.11	21.66	26.16	29.44	26.55	27.1	36.46	49.61	36.12	45.99	48.07	38.34	46.69	53.9
Cox5a	418.42	485.95	489.28	483.39	465.43	429.47	382.35	417.53	523.86	455.65	952.9	827.48	227.47	288.38	154.48	212.33	102.5	140.37	98.44	106.46	100.2	88.47	98.93	82.61	92.92	96.43	103.9	97.24	148.31	177.56	115.04	107.66	139
Tmem241	15.69	18.41	12.28	15.71	21.04	12.98	14.23	18.58	6.77	16.48	24.06	32.19	23.48	24.86	14.52	18.71	17.8	32.66	12.87	8.81	12.64	30.77	4.71	11.8	10.84	22.34	22.47	13.89	8.05	3.92	19.17	10.48	17.02
Olfr13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rplp1	351.47	338.68	386.92	386.26	371.17	399.51	356.58	424.61	469.74	398.45	587.68	469.6	411.64	550.25	412.64	474.29	674.12	772.47	529.33	607.9	694.16	583.12	798.53	893.93	573.75	802.06	691.75	650.11	963.46	863.29	686.8	792.7	1016.23
Tdrd5	0	0.92	0	0	0	0	0	0	0	0	3.21	0	2.94	0	0	0.81	2.85	0	0.76	0	0	0.77	0	0	0	0	0	0	0	0	0	0	0
Fbrs	83.71	82.78	66.83	39.73	56.05	56.93	68.53	83.15	92.86	52.35	64.17	58.7	71.92	71.27	113.03	58.58	86.07	83.87	82.56	102.05	107.45	86.95	75.38	105.23	99.88	110.56	102.03	91.68	86.33	118.76	84.06	118.18	97.43
Olfr623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec16b	26.15	37.73	31.73	30.49	36.19	36.95	40.8	43.35	38.66	36.84	32.08	26.51	49.9	3.31	38.36	61.83	26.34	48.55	78.76	22.76	37.01	66.16	42.4	42.29	27.87	29.4	28.08	71.31	39.09	71.61	41.29	32.39	26.48
Rlbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcr	148.54	127.93	118.74	131.22	94.72	154.78	174.57	222.92	253.89	203.59	195.71	187.46	351.21	240.35	274.75	274.82	269.76	231.29	315.02	538.15	265.39	513.9	306.22	310.76	473.61	356.34	246.19	459.34	352.96	259.97	432.08	412.55	265.98
Gde1	122.39	127.93	100.31	121.98	107.73	80.9	87.29	93.77	101.49	124.09	120.32	134.44	74.11	34.81	66.35	69.15	54.81	60.91	52.25	64.61	42.43	70.78	60.07	30.49	52.65	82.32	50.55	71.31	51.74	71.61	39.82	34.3	76.59
KCTD12	686.21	630.84	594.71	701.38	633.03	525.92	879.53	726.45	617.44	739.41	633.74	592.77	1025.07	635.77	600.38	689.07	859.88	744.44	692.1	702.03	455.25	650.55	802.26	478.96	535.82	753.38	731.68	607.58	709.38	506.02	657.77	473.29	408.58
Sod1	840.13	915.76	857.77	815.02	934.23	856.94	705.88	711.22	665.95	654.4	816.54	975.74	513.63	543.62	534.99	654.08	443.29	418.48	517.2	350.94	414.33	435.24	414.57	508.14	421.22	419.84	473.65	439.89	454.14	486.58	371.63	460.18	486.96
Olfr1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd5b	56.19	76.42	33.18	73.82	81.7	49.45	52.71	46.56	41.17	55.17	106.2	104.75	39.56	41.9	27.75	46.88	60.25	23.65	42.9	27.12	37.2	36.77	42.53	22.02	44.75	27.08	49.54	58.39	19.14	33.41	21.49	39.19	37.88
Samd7	3.17	0	0	0.92	0.84	0	0	0.88	0	0	0	0	0	1.54	0	3.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paqr3	3.14	2.76	5.12	0.92	3.37	0	3.8	7.08	3.87	3.88	8.02	9.47	8.07	11.6	6.22	8.95	9.25	11.48	12.12	22.76	21.66	10.77	21.2	4.92	20.13	14.11	24.34	10.19	29.89	22.56	10.32	9.53	14.18
B3gntl1	7.32	17.49	33.78	24.03	15.99	21.97	19.92	23	29.96	30.05	24.06	24.62	46.23	19.89	36.29	23.59	30.61	33.55	41.65	42.58	37.01	40.77	31.8	23.6	43.36	45.87	58.97	28.44	42.54	26.49	23.6	34.3	21.75
Gm17660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal2	32.43	28.53	23.54	38.81	36.19	32.96	30.36	18.58	35.76	56.23	24.06	35.98	39.62	36.46	37.32	19.52	38.44	30.9	22.72	48.46	37.91	34.62	61.24	47.2	29.42	50.57	59.91	25	47.2	33.35	36.87	44.78	41.6
Asgr2	0	3.68	2.05	1.85	1.68	0	0.95	2.65	0	1.94	0	0	0	0	0	0	0	0	3.03	2.94	3.61	0	1.18	0	0	0	0	0	0	0	1.47	0	0.95
Plek	279.27	379.2	292.82	247.13	213.55	286.7	488.68	636.03	81.17	118.27	93.48	75.74	196.94	134.25	61.98	110.64	90.4	107.03	58.31	39.68	33.36	53.1	79.05	55.88	55.41	134.81	104.35	45.38	53.53	48.14	53.09	56.21	48.39
